video_id,content,sentiment,confidence,url,title,published_date
OH4H_KdQkjU,캐치티니핑 2기 반짝반짝 캐치!티니핑 원더핑 2 색칠공부도안 그리기 shorts 캐치티니핑 애들용 색칠공부 다운로드 링크_원더핑 2 원더핑 캐치티니핑 색칠공부다운로드 아이패드드로잉 프로크리에이트 티니핑 색칠공부도안,2,0.3707403242588043,https://www.youtube.com/watch?v=OH4H_KdQkjU,캐치티니핑 2기 반짝반짝 캐치!티니핑 원더핑[2] 색칠공부도안 그리기 #shorts,2022-11-29
r2czqatGd7c,캐치티니핑 2기 반짝반짝 캐치!티니핑 토닥핑 1 색칠공부도안 그리기 shorts 캐치티니핑 애들용 색칠공부 다운로드 링크_토닥핑 1 토닥핑 캐치티니핑 색칠공부다운로드 아이패드드로잉 프로크리에이트 티니핑 색칠공부도안,0,0.3711318373680115,https://www.youtube.com/watch?v=r2czqatGd7c,캐치티니핑 2기 반짝반짝 캐치!티니핑 토닥핑[1] 색칠공부도안 그리기 #shorts,2022-11-27
hL12odilqWI,치지직 롤 전적 리그오브레전드 LOL 롤 룰루공주 탑혜지 탑룰루 lulu,1,0.173491433262825,https://www.youtube.com/watch?v=hL12odilqWI,한 방에 1700원,2024-07-02
yIk9aXXDD4o,캐치티니핑 2기 반짝반짝 캐치!티니핑 쪼꼼핑 1 색칠공부도안 그리기 shorts 캐치티니핑 애들용 색칠공부 다운로드 링크_쪼꼼핑 1 쪼꼼핑 캐치티니핑 색칠공부다운로드 아이패드드로잉 프로크리에이트 티니핑 색칠공부도안,0,0.3711318373680115,https://www.youtube.com/watch?v=yIk9aXXDD4o,캐치티니핑 2기 반짝반짝 캐치!티니핑 쪼꼼핑[1] 색칠공부도안 그리기 #shorts,2022-11-27
z9a3PKxikGU,캐치티니핑 2기 반짝반짝 캐치!티니핑 맛나핑 1 색칠공부도안 그리기 shorts 캐치티니핑 애들용 색칠공부 다운로드 링크_맛나핑 1 맛나핑 캐치티니핑 색칠공부다운로드 아이패드드로잉 프로크리에이트 티니핑 색칠공부도안,0,0.3711318373680115,https://www.youtube.com/watch?v=z9a3PKxikGU,캐치티니핑 2기 반짝반짝 캐치!티니핑 맛나핑[1] 색칠공부도안 그리기 #shorts,2022-11-26
9hL5IuwoznY,탑룰루를 즐겨하는 남자이며 공주는 컨셉입니다 리그오브레전드 LOL 롤 룰루공주 탑혜지 탑룰루 lulu 챌린저 치지직 롤 전적 마우스 로지텍 G PRO X SUPERLIGHT 키보드 프리플로우 archon M1 PRO TKL e mail 리그오브레전드 LOL 롤 룰루공주 탑혜지 탑룰루 lulu,1,0.1749531775712967,https://www.youtube.com/watch?v=9hL5IuwoznY,챌린저 탑룰루 하이라이트 94,2025-04-15
F23hdhTiFf8,캐치티니핑 2기 반짝반짝 캐치!티니핑 원더핑 1 색칠공부도안 그리기 shorts 캐치티니핑 애들용 색칠공부 다운로드 링크_원더핑 1 원더핑 캐치티니핑 색칠공부다운로드 아이패드드로잉 프로크리에이트 티니핑 색칠공부도안,2,0.37020033597946167,https://www.youtube.com/watch?v=F23hdhTiFf8,캐치티니핑 2기 반짝반짝 캐치!티니핑 원더핑[1] 색칠공부도안 그리기 #shorts,2022-11-24
FNpj3xfuKNU,치지직 롤 전적 리그오브레전드 LOL 롤 룰루공주 탑혜지 탑룰루 lulu,1,0.173491433262825,https://www.youtube.com/watch?v=FNpj3xfuKNU,그마 탑룰루 장인  5,2024-06-21
nfE2QvWVxr4,탑룰루를 즐겨하는 남자이며 공주는 컨셉입니다 리그오브레전드 LOL 롤 룰루공주 탑혜지 탑룰루 lulu 챌린저 치지직 롤 전적 마우스 로지텍 G PRO X SUPERLIGHT 키보드 프리플로우 archon M1 PRO TKL e mail 리그오브레전드 LOL 롤 룰루공주 탑혜지 탑룰루 lulu,1,0.1749531775712967,https://www.youtube.com/watch?v=nfE2QvWVxr4,탑룰루 하이라이트 80  #challenger,2025-03-28
TNC2aYYcDR8,"유료광고 봄에 어울리는 향기 아로퓸, 아로퓸향기부스터, 봄향기, 봄에어울리는향기 구매링크",2,0.3657815605401993,https://www.youtube.com/watch?v=TNC2aYYcDR8,#유료광고 봄향기를 집에 가져왔습니다,2025-04-23
TpO_3joPO6w,"제목 혈당 수치 낮추는 방법 건강한 삶을 위한 필수 가이드 출처 혈당수치낮추는방법 건강한삶을위한필수가이드 스크립트 현대인들에게 꼭 필요한 혈당 관리에 대해 이야기해 볼게요. 불규칙한 식습관과 스트레스 때문에 혈당 관리는 정말 중요해요. 혈당 정상 수치는 공복일 때 70 99mg dL, 식후 2시간에는 140mg dL 이하가 정상이에요. 만약 이 수치를 넘기면 당뇨병이나 합병증 위험이 커진다고 하니 조심해야 해요. 그럼, 혈당을 낮추려면 어떻게 해야 할까요? 첫 번째는 규칙적인 식사 패턴을 유지하는 거고, 두 번째는 저 GI 음식을 선택하는 거예요. 예를 들어 고구마나 현미 같은 음식들이 저 GI 음식이에요. 그리고 걷기 운동도 좋고, 수면은 7 8시간이 이상적이에요. 마지막으로 스트레스를 줄이는 것도 중요하죠! 이렇게 작은 습관들을 실천하면 건강한 혈당을 유지할 수 있어요. 오늘부터 시작해 볼까요? 제 사연에 공감하시면 좋아요 부탁드려요!",2,0.41524985432624817,https://www.youtube.com/watch?v=TpO_3joPO6w,혈당 수치 낮추는 방법-건강한 삶을 위한 필수 가이드,2025-03-27
89O9yM5n8U0,탑룰루를 즐겨하는 남자이며 공주는 컨셉입니다 리그오브레전드 LOL 롤 룰루공주 탑혜지 탑룰루 lulu 챌린저 치지직 롤 전적 마우스 로지텍 G PRO X SUPERLIGHT 키보드 프리플로우 archon M1 PRO TKL e mail 리그오브레전드 LOL 롤 룰루공주 탑혜지 탑룰루 lulu,1,0.1749531775712967,https://www.youtube.com/watch?v=89O9yM5n8U0,챌린저 탑룰루 하이라이트 91,2025-04-13
G9amYO0ypPM,당진아재 010 2337 2091 당진아재샵 네이버쇼핑 당진아재 네이버 카페 전동의모든것제작 WWW.당진아재.COM 자전거키트 조립할때 수리부품 WWW.전기자전거부품.COM 특이한바퀴찾을때 제작 수리할때 WWW.바퀴볼래.COM 전동차 수리 제작할때 www.전동운반차.com 전동휠체어 수리제작할때 www.전동휠체어.com www.전동킥보드부품.com 전동킥보드DIY 수리제작영상 2000편이상 영상보유 전동운반 전동구르마 전동손수레 전기자전거 전동휠체어 노인전동차 전동사륜차 전동삼륜차 전동스쿠터 전기오토바이 전동차 전문 당진아재 제작 기술지원 모터 실험연구제작 스타트업 및 대학 기술지원 이영상에 사용된음악 Follow Magic Sound Facebook Subscribe Follow NCS Spotify Twitter Google Facebook Soundcloud 이 동영상의 사용된 음악출처 음악,2,0.38359686732292175,https://www.youtube.com/watch?v=G9amYO0ypPM,전기자전거 만들기 구입기록방법 옵션 작성방법  당진아재 전기자전거키트,2025-05-15
pU2q8jaXMXs,전기자전거키트,0,0.36891990900039673,https://www.youtube.com/watch?v=pU2q8jaXMXs,전기 자전거 만들기 키트 당진 아직 검수 중 김세연,2024-12-29
lP7Qiu1dIiQ,구독 좋아요 누르시면 시크릿한 베랑길만의 알찬 소식을 가장 먼저 받을 수 있습니다. 자이언트 패스터 E 구매 링크 자이언트 제품 전체 보기 베랑길자전거 오픈카톡 궁금한건 바로바로 물어보세요 베랑길 자전거 할인 소식 빠르게 받아보기 블로그 인스타그램,2,0.3653073012828827,https://www.youtube.com/watch?v=lP7Qiu1dIiQ,자이언트 패스터 E+ #전기자전거,2025-03-18
lRLt8-MRteo,정말 정말 가성비 끝내 줍니다. 천연 보석 이구요,2,0.3625274896621704,https://www.youtube.com/watch?v=lRLt8-MRteo,뭐가 달라 명품하고...,2023-08-08
5_tDqVYAXFc,여름 모기박멸 필수 아이템! shorts 전자식모기채 여름필수 여름필수템 모기퇴치 모기 모기퇴치기 이레툴스 이레툴스TV 충전용모기채 충전용파리채 모기맴매 자동모드 구매링크 !,2,0.36731481552124023,https://www.youtube.com/watch?v=5_tDqVYAXFc,여름 모기박멸 필수 아이템! #shorts  #여름필수 #여름필수템 #모기퇴치 #모기 #모기퇴치기 #이레툴스 #이레툴스TV #충전용모기채 #충전용파리채 #모기맴매 #자동모드,2023-06-21
q7p3a5Q8kjg,"계란빵 치즈계란빵 안국역거리 이날 데이트 글 데이트 230521 서울시립미술관 에드워드 호퍼 전시, 안국역 도마 유즈라멘, 카페진선, 열린 송현, 연등회, 중학교 친구 모임",2,0.3557305335998535,https://www.youtube.com/watch?v=q7p3a5Q8kjg,오랜만에 계란빵 치즈계란빵이라는데 치즈맛이 하나도 안 났다.,2023-05-27
hbdqF3impnM,"블로그 상세글 보러가기 모르셨죠?! 변동 금리 널뛰기 주택 대출 자가 전.월세 공제와 건강보험료 인하로 보상 받자 유튜브 동영상,쇼츠, 힐링 애드센스 승인전,후 할일 티스토리, 워드프레스,쿠팡파트너스 주화 광고없는 7시간 음악 금융 건강 다이어트 인테리어 가전제품 생활용품 정보 주화 은화 정보 금융 대출 복지 애드센스 승인 전,후 꿀팁 주화 정보 쿠팡파트너스 차분한 힐링 피아노 연주 7시간 광고 없는 뮤직 로맨틱 퍼니 재즈 연주 7시간 광고 없는 뮤직 컨트리기타 락 연주 7시간 광고 없음 뮤직 누구나 행복해 지는 여행 음악 7시간 광고 없는 뮤직 심하게 자신감 생기는 음악 or 잠 깨고 싶은 음악 7시간 광고없는 뮤직 생일 축하 음악 장르별 남녀노소 다 좋아할 생일 축하 음악 7시간 광고 없는 뮤직 적당히 시끄럽고 듣기 좋은 힙합 랩 8시간 광고 없는 뮤직 WOW! 진짜 해피 펑키 레게 음악해! 7시간 광고 없음 뮤직 블루스보다 빠르고 잼있는 R B... 소울 뮤직 7시간 광고 없는 뮤직",2,0.41463781893253326,https://www.youtube.com/watch?v=hbdqF3impnM,"모르셨죠?!-""변동 금리 널뛰기: 주택 대출(자가-전.월세)공제와 건강보험료 인하로 보상 받자"" - 1년이면 그게 얼마야?!! 의료 보험 관리 공단에 당장 전화 하자!!",2023-07-24
zXNea81jhQo,당당자유 고투카원 shorts 관련정보 자세히보기,2,0.36822521686553955,https://www.youtube.com/watch?v=zXNea81jhQo,당당자유 고투카원 #shorts,2023-08-16
x2OAGgSkxXo,안녕 하세요. 조무사 필드 테스터 입니다. 운좋게 2마리난 잡았네요. 시청 감사 합니다. 조무사 본사 신기 슈퍼스트롱 start 조무사 히트론 목줄 start,2,0.357174888253212,https://www.youtube.com/watch?v=x2OAGgSkxXo,갑자기 큰 벵에돔이 나타났다 5월 17일 벵에돔낚시 잠길조법,2025-05-18
T5ABP80A64E,"봉자석 청소기는 공장, 작업장, 연구소, 시설 등의 바닦에 떨어진 못, 피스, 철칩 등을 가볍게 제거해주는 아주 편리한 자석청소기 입니다.",2,0.3555135577917099,https://www.youtube.com/watch?v=T5ABP80A64E,"봉자석청소기 자력을 이용하여 못, 피스, 철칩 등을 쉽게 제거합니다.",2024-11-19
BNhOtrrK4Ds,착용정보 1 자체제작 a bel 레나 단가라 가디건 2color 네이비 슬러드 숏 데님 팬츠 2color 2 브레잇 린넨 래글런 니트 3color 린넨 자체제작 a bel 바스락 밴딩 반바지 2color 블랙 3 자체제작 a bel 레나 단가라 가디건 2color 블랙 자체제작 a bel 바스락 밴딩 반바지 2color 화이트 4 브레잇 린넨 래글런 니트 3color 아이보리 자체제작 a bel 바스락 조거 팬츠 2color 회소라 5 자체제작 a bel 멜팅 골지 가디건 6color 블랙 자체제작 a bel 바스락 조거 팬츠 2color 블랙,2,0.35602323710918427,https://www.youtube.com/watch?v=BNhOtrrK4Ds,10초만에 끝나는 신상 몰아보기✨ #shorts #여자코디 #여름옷 #패션,2023-06-20
_3i4iAvdps4,여성 가디건 구매링크,2,0.3628636598587036,https://www.youtube.com/watch?v=_3i4iAvdps4,가디건 두툼한가디건 과배기자켓,2022-10-08
cvAeCQB77ag,"2025 초등돌봄교실 신청, 아직 가능할까요? 1차 모집은 대부분 마감됐지만 일부 학교는 지금도 추가 접수나 대기 신청을 받고 있어요 맞벌이 가정, 한부모 가정이라면 꼭 확인해보세요 방과후 간식, 숙제, 놀이까지 가능한 돌봄 프로그램 자세한 신청방법과 운영 내용은 블로그에서 확인해보세요",2,0.35985828936100006,https://www.youtube.com/watch?v=cvAeCQB77ag,초등돌봄교실 신청 놓쳤다면 꼭 보세요,2025-04-16
08E39SXZovc,"담배를 끊는 게 어렵다고 느끼셨나요? 오늘은 담배 갈망을 1분 안에 이겨낼 수 있는 과학적 방법 3가지를 소개합니다. 니코틴 갈망 이해하기, 대체 행동 활용, 심호흡 기술을 통해 건강한 삶으로 나아가세요. 구독과 좋아요로 더 많은 금연 팁을 받아보세요! 자세한 내용",2,0.36443595588207245,https://www.youtube.com/watch?v=08E39SXZovc,"""담배 갈망? 1분 안에 이겨내는 과학적 비법"" #금연팁, #1분의마법, #담배끊는법, #건강관리, #니코틴갈망, #1분금연, #금연성공, #뇌과학, #금연습관, #스트레스관리",2024-11-18
Yg6CxLq-6X8,"크림새우 미니양꼬치 튀김 이날 일기 글 일기 230826 언젠간 화성, 화성 모임, 말레니아 클리어 투",2,0.36701950430870056,https://www.youtube.com/watch?v=Yg6CxLq-6X8,크림새우 자르기 견과류가 뿌려져서 고소하다.,2023-09-08
OkxXQl-cVO8,착용정보 1 버니아 나그랑 반팔 맨투맨 4color 에메랄드 자체제작 레터 슬림 와이드 팬츠 2 페이브 반팔 가디건 6color 화이트 자체제작 레터 슬림 와이드 팬츠 3 자체제작 a bel NT 21 4color 자체제작 a bel SK 29 2color 블랙 4 버니아 나그랑 반팔 맨투맨 4color 네이비 자체제작 a bel SK 29 2color 아이보리 5 페이브 반팔 가디건 6color 블랙 펠리커 구제 스트레이트 데님 팬츠 6 멜루빈 카라 반팔 가디건 4color 블랙,1,0.1692958027124405,https://www.youtube.com/watch?v=OkxXQl-cVO8,누가 입어도 예쁜 코디💖 요즘 입기 좋은 봄 여름 옷 #shorts #여자코디 #패션 #봄옷 # 여름옷,2023-04-24
nvmMkkvK8fM,"여기서 사면 훨씬 싸게 구매 가능 ! 이동 링크 유튜브 정책으로 인해 쿠팡 파트너스 링크를 직접 달 수 없어서 해당 블로그를 방문 하시면 됩니다. 또는 영상 하단 연관 영상으로 들어오셔서 더보기에 블로그 링크로 이동하는 방법도 있습니다. 수십가지 화장대 비교 후 추천 드립니다! 업체로부터 광고비를 지급받지 않고 직접 선정한 순위입니다. 가격은 실시간으로 변동될 수 있습니다. 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",2,0.35989968478679657,https://www.youtube.com/watch?v=nvmMkkvK8fM,전기 자전거,2023-10-19
9VnK3Ti-yRY,2타입 핀턱 링클프리 트레이닝 팬츠 조거 일자 보러가기,0,0.3623245060443878,https://www.youtube.com/watch?v=9VnK3Ti-yRY,2타입 핀턱 링클프리 트레이닝 팬츠 (조거 & 일자),2021-11-04
MD1_lnjcw5A,하루에 물을 얼마나 마셔야 하나? 2리터? 하루물섭취량 이렇게 하시면 됩니다 만성염증 통증없애기 1 수분 원본 영상입니다 미네랄소금 적당히 섭취하고 있는지 확인하는 방법 있을까요?_ 3 소금 미네랄 몸 속에 필요한 이유와 섭취하는 방법_ 2,2,0.3604315221309662,https://www.youtube.com/watch?v=MD1_lnjcw5A,"체내 노폐물 (통증,만성염증)제거에 필요한 첫번째는 수분이예요",2022-12-10
pCVeB943xJM,출처,2,0.3683670461177826,https://www.youtube.com/watch?v=pCVeB943xJM,""" 세계에서 가장 많이 읽힌 책 10위 ~ 6위 ( 1/ 2 ) """,2024-04-04
OCyZtaOtckg,"인터넷사기 중고나라사기 사기예방 이런 사람과 거래하면 절대 안됩니다. 거래 전 꼭 확인하셔야 할 사항이고, 아주 정확한 확인 방법이니 꼭 확인하세요!! 사이버범죄연구소 채널 구독하기 사이버범죄연구소 집에서 5분 만에 인터넷 사기 신고하는 방법 사이버범죄 신고시스템 이용방법 중고나라 사기 진술서 작성방법 인터넷 중고나라 사기 핵심정리 인터넷 중고 물건 거래 사기 신고 총정리",2,0.3629571944475174,https://www.youtube.com/watch?v=OCyZtaOtckg,[사이버범죄연구소] 여러분 이런 사람과 거래하시면 안됩니다. 중고나라 거래 전 계좌번호 확인하기 정확한 방법을 알려드립니다.  #인터넷사기 #중고나라사기 #중고사기 #코인투자,2023-09-24
sTOU9IA-Mzg,"바디캠 자석 마운트 구매 39,900 자전거풍경",2,0.3676423579454422,https://www.youtube.com/watch?v=sTOU9IA-Mzg,바디캠 자석 마운트 마그네틱 경찰 브라켓 홀더 거치대,2023-11-20
pLLk6E1gTvE,"크림새우 미니양꼬치 저녁 해당 날 일기 일기 230826 언젠간 화성, 화성 모임, 말레니아 클리어",2,0.37088915705680847,https://www.youtube.com/watch?v=pLLk6E1gTvE,크림새우 자르기 여긴 고소한 편,2023-08-30
eJUmM81d9gM,". 블랙스트라이프 대신 레트스트라이프 어떠세요? 심플하고 베이직한 코디지만, 컬러만 바꿔도 상큼해진답니다 스트라이프티셔츠 보러가기 핑크슬랙스 보러가기",0,0.3599157929420471,https://www.youtube.com/watch?v=eJUmM81d9gM,4050을 위한 #가을데일리룩,2023-08-30
_u9M0gFMUuQ,1년만에 방파제낚시 다녀왔습니다 3짜 겨우 한수 하고 나머지는 작은 녀석들만 잡이네요. 시청해 주셔서 감사합니다 조무사 본사 신기 슈퍼스트롱 start 조무사 히트론 목줄 start 벵에돔 벵에돔낚시 벵에돔포인트,2,0.3553892821073532,https://www.youtube.com/watch?v=_u9M0gFMUuQ,방파제 마릿수 벵에돔낚시 5월 18일,2025-05-19
B-BF0zQl9DU,자이언트 패스트 SR E 전기자전거 매매 전북 남원입니다. 180만원 더 보기,2,0.36278578639030457,https://www.youtube.com/watch?v=B-BF0zQl9DU,자이언트 패스트 SR E+ 전기자전거 매매,2023-03-11
2BhmpXDT8Gc,1973년 워터게이트 청문회는 미국 정치의 투명성을 재정립한 사건입니다. 이 사건은 언론의 역할을 새롭게 정의했습니다. The 1973 Watergate Hearings redefined political transparency in America. This event reshaped the role of the press. 참조 사건 정보 나무위키 영화 모두가 대통령의 사람들 1976 에 묘사된 워터게이트 사건 당시의 모습 All the President s Men 1 9 Movie CLIP Watergate Burglary 1976 HD 출처 영화 백악관을 무너뜨린 사나이Mark Felt The Man Who Brought Down the White Hous 출처 모두가 대통령의 사람들 프로스트 VS 닉슨,0,0.3813699781894684,https://www.youtube.com/watch?v=2BhmpXDT8Gc,EP26.워터게이트 청문회: 미국의 정치적 지각변동  #history #역사 #facts,2024-07-20
GBObN-TOKBU,사이버범죄연구소 채널 구독하기 사이버범죄연구소 중고나라 사기 현실적인 돈 돌려받는 방법 집에서 5분 만에 인터넷 사기 신고하는 방법 사이버범죄 신고시스템 이용방법 중고나라 사기 진술서 작성방법 인터넷 중고나라 사기 핵심정리 인터넷 중고 물건 거래 사기 신고 총정리,2,0.36492693424224854,https://www.youtube.com/watch?v=GBObN-TOKBU,무고죄의 진실,2023-09-22
TBqB-TBuads,"What is the truth behind this incident?? 미스터리 미스터리쇼츠 미군 나무위키 text 1962 EB 85 84 203 EC 9B 94 2015 EC 9D BC 2012 EC 8B 9C 2057 EB B6 84 2C 20739 ED 8E B8 EC 9D 80 201 EB B2 88, EA B3 B3 EC 97 90 20 EC 9E 88 EB 8B A4 EB 8A 94 20 EA B5 90 EC 8B A0 EC 9D 84 20 EB 81 9D EC 9C BC EB A1 9C 20739 ED 8E B8 EC 9D 80 20 EC 98 81 EC 9B 90 ED 9E 88 20 EC 8B A4 EC A2 85 EB 90 98 EC 97 88 EB 8B A4.",1,0.179911807179451,https://www.youtube.com/watch?v=TBqB-TBuads,🎬 미군 항공기 실종 사건(Flying Tiger Line Flight 739) #pilot,2025-04-19
